count,host_original,cluster,recommended_action,recommended_host_sd,recommended_taxid,rank,confidence,reason
11,Antho dichotoma,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
4,saffron finche,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
4,Possum,common_host_name,add_reviewed_host_synonym,Phalangeriformes,38603,order,medium,reviewed broad possum group; species ambiguous
4,D. marginatus,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
3,Perognathus penicillatus,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
3,Otariinae,common_host_name,add_reviewed_host_synonym,Otariinae,9709,subfamily,medium,reviewed sea lion/fur seal subfamily
3,Phalangeriformes,common_host_name,add_reviewed_host_synonym,Phalangeriformes,38603,order,medium,reviewed possum group
3,Carpobrotus rossii,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
3,Oryctes gigas,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
3,protozoa,common_host_name,add_reviewed_host_synonym,Eukaryota,2759,superkingdom,medium,reviewed broad protozoan/eukaryote host
3,"Crasosstrea spp., Farfantepenaeus spp.",ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
3,Trididemnum orbiculatum,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
3,lilac,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
3,Discodermia calyx,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
3,dinoflagellate,common_host_name,add_reviewed_host_synonym,Dinophyceae,2864,class,medium,reviewed broad dinoflagellate host
2,Beilhmielda manni,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,anguine,common_host_name,add_reviewed_host_synonym,Squamata,8509,order,medium,reviewed broad snake/lizard adjective; kept broad
2,Sow,common_host_name,add_reviewed_host_synonym,Sus scrofa,9823,species,high,reviewed common female pig host
2,possum,common_host_name,add_reviewed_host_synonym,Phalangeriformes,38603,order,medium,reviewed broad possum group; species ambiguous
2,seabass,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Sugar cane,common_host_name,add_reviewed_host_synonym,Saccharum officinarum,4547,species,high,reviewed crop host/common name
2,Barbera,common_host_name,add_reviewed_host_synonym,Vitis vinifera,29760,species,high,reviewed grape cultivar host/source
2,Hazelnut,common_host_name,add_reviewed_host_synonym,Corylus,13451,genus,medium,reviewed broad hazelnut plant host
2,Dercitus (Stoeba) latex,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Aphidus ervi,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,horsechestnut,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Hazel,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Diestrammena coreana,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,rhodolith,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,zoanthid Palythoa caribaeorum,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Bombax costatum,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,black gobi,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Averhoa belimbi,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,bracket mold,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Lasioglossum apopkense,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Neopsylla setosa,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Capsella sp.,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,B. oleracea var. rubra,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,E. vesicaria ssp. sativa,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Suidae sp. LYD,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Nasonia sp. VxG hybrid,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Stichoplastoris elusinus,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Olallieberry,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Sainfoin,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Crabapple,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Caraganae sp.,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Ocimum lamiifolium,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Allomyria dichotoma,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,wangyaru,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,grasses,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,marine ciliate,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Haliclonissa verrucosa (sponge),ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Lissodendoryx nobilis,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Anoxycalyx joubini,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Hyacint,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Siphamia cephalotes,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Dinoflagellate,common_host_name,add_reviewed_host_synonym,Dinophyceae,2864,class,medium,reviewed broad dinoflagellate host
2,N. makaihe,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,N. ponapona,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,N. sp. 246,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,N. kanawao,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,N. sp. 15,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,N. sp. 48,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,N. sp. 242,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,N. sp. 58,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,N. sp. 21,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,N. sp. 17,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,N. sp. 126,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,N. sp. 29,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,N. sp. 23,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,N. haleakala,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,N. sp. 281,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,N. sp. 302,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,N. ogradyi,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,N. sp. 295,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Q. agrifolia x Q. wislizeni,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Picochlorum sp. 122,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Amphilectus digitatus,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,Jiuqu,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
2,B. minor,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,toucan,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Partridge,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,eared grebe,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Pelicanus rufescens,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Others -Heterodon platrhinos,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,cetacean,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Otis tarde,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,anatine,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Focha andina,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,weever,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Hawk,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Soy,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Agamid,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,opposum,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Lampine,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,albatros,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,waterbird,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Basunti mas,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Tinamu major,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Lyonycteris spurrelli,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Buffonidae sp,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Sula nebouxi,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Marmosa camescens,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,South american tapirus terrestris,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,night heron,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,capercailie grouse,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,stork,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,heron,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,macaw,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Abyssinian ground hornbill,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,soldier,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,slender-horned gazella,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Cockatoo sp.,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,House martin,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Dunnock,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Superb Starling,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Garlic bolt,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Pakchoi,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,White-Breasted Nuthatch,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Hainan,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Sichuan,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Shanxi,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,wood-wren,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Bluefox,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Neonates,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Epalzeothynchos frenatum,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,wild rabbits,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,"Bootsock, Great Harewood",ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,snipe,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Red tailed hawk,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,White radish,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Weever,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,marter,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,partridge,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Cloudrat,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,GuineaPig,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Desmodium pulchellum,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,roe buck,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,wild chukar,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Maoctra Veneriformis,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Anopheline albitarsis,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,straw,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Padding,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Lemuroidea,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,sprouted soy,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,gander,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,red cocoyam,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Sangiovese,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Ortrugo,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,olive,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Geophilidae_myriapod,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,swallow,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,olive knot (Olea europaea),ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,hime-yuzuriha,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Persicae,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,ciliate,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Mullberry,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Barberry,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Chinese chive,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Rapeseed,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,reed,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,nature,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Landolita,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Winterberry holly,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,ferr living,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Phyton sp.,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Pullet carpet shell,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,BSFL,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,red-billed woodhoopoe,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Bedding,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,cockatoo,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Cuttloefish,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Akashiwo sangruia,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,diseased yellow croaker,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Others -Oxycirrhites typus,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,cage-cultured red drum,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Scleritoderma cyanea,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,flumen aquae,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Hipocampus ingens (seahorse),ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,shirasu,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Giant seaperch,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Corbicula aurea,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,mudfish,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Vibriosis affected Asian seabass (Lates calcarifer) fingerling,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,longicorn,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Contoneaster amiguus,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,GROUNDNUT,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Tabaco,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Honeysuckle,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Guang Chen Pi,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Ephistia cautella,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,budworm,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Ephestia (Aphomia) qularis,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,smooth vetch,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Thai silk cocoon,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Sanqi,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,ivy,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,chili,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,silk worm litter,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Paramyelois transitella,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,casava,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Vectobac,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,wheatgrass,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,chinese okra,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,invertebrates,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,F21Forl,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,M422A2,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,peony,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,M21Kner,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Tryonyx sinensis (Chinese soft-shell turtle),ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,wenyujin,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,honeysuckle,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Chinese chives,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Amitermes hastatus,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,LEPM 108,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Fritillariae Cirrhosae,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Streptomyes sp.HNM0140,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Justicia subcoriacea,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Salp sp.,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,O. stricta,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Xestosponiga sp. QYP07 (sponge),ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Xestospongia sp. SYM12 (sponge),ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Axinellida sp. (marine sponge),ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,M43Fcsw,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,M43Plmr,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,F34Frhd,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Cyanobacterium Lyngbya cf. aestuarii,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Lissodendoryx diversichela,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Brasillia sp.,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Ursidae sp.,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,M41Glns,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Orchid,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,Saurania reinwardti,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,aquatic mosses,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
1,slime mold,ambiguous_manual_review,leave_review_needed,,,,none,No conservative final-host rule matched.
